0;0
0;1
0;2
0;3
0;4
0;5
0;6
0;7
0;8
0;9
0;10
0;11
0;12
0;13
0;14
1460836;15
1460836;16
236216;17
236216;18
193128;19
193128;20
162972;21
143672;22
143672;23
131112;24
122824;25
114672;26
108572;27
101584;28
95936;29
92352;30
87556;31
84336;32
78944;33
77364;34
75644;35
71044;36
69020;37
65988;38
63852;39
61780;40
60256;41
58788;42
56108;43
54700;44
53420;45
52300;46
50516;47
48860;48
47900;49
47280;50
45988;51
44460;52
43320;53
42892;54
43560;55
40756;56
39952;57
40140;58
39088;59
37624;60
36812;61
36568;62
35168;63
35396;64
34736;65
33820;66
33400;67
32948;68
31996;69
31720;70
31296;71
30736;72
30256;73
29968;74
29024;75
28876;76
28332;77
27892;78
27760;79
27216;80
26876;81
26312;82
26288;83
25816;84
25456;85
25192;86
24508;87
24632;88
24140;89
23556;90
23404;91
23328;92
22812;93
22936;94
22180;95
22544;96
21880;97
21780;98
21372;99
21508;100
21060;101
20964;102
20404;103
20320;104
19844;105
20080;106
19792;107
19412;108
19392;109
19152;110
19184;111
18584;112
18440;113
18584;114
18372;115
18188;116
17976;117
17540;118
17180;119
17352;120
17104;121
17180;122
17020;123
16784;124
16332;125
16376;126
16164;127
16216;128
15956;129
15900;130
16000;131
15708;132
15400;133
15292;134
15332;135
15176;136
15124;137
15040;138
14968;139
14732;140
14612;141
14452;142
14452;143
14376;144
14236;145
14180;146
13900;147
13956;148
13716;149
13888;150
13636;151
13516;152
13508;153
13484;154
13284;155
13104;156
12972;157
13012;158
12916;159
12920;160
12804;161
12468;162
12616;163
12472;164
12416;165
12264;166
12256;167
12276;168
12204;169
12068;170
11932;171
11956;172
11812;173
11680;174
11592;175
11712;176
11484;177
11412;178
11312;179
11312;180
11296;181
11216;182
11080;183
11028;184
10860;185
10832;186
10872;187
10800;188
10740;189
10748;190
10564;191
10692;192
10568;193
10536;194
10496;195
10396;196
10356;197
10284;198
10180;199
10080;200
9876;201
10104;202
10048;203
9952;204
9900;205
9828;206
9852;207
9812;208
9764;209
9608;210
9552;211
9656;212
9556;213
9488;214
9480;215
9328;216
9416;217
9320;218
9324;219
9100;220
9040;221
9120;222
9228;223
9024;224
9000;225
8928;226
8924;227
8916;228
8828;229
8816;230
8836;231
8764;232
8632;233
8760;234
8500;235
8572;236
8336;237
8556;238
8328;239
8428;240
8328;241
8412;242
8224;243
8416;244
8244;245
8204;246
8072;247
8220;248
8092;249
8032;250
8060;251
8052;252
7884;253
8036;254
7828;255
7980;256
7912;257
7776;258
7780;259
7672;260
7676;261
7736;262
7740;263
7580;264
7648;265
7636;266
7532;267
7668;268
7616;269
7584;270
7468;271
7424;272
7328;273
7404;274
7336;275
7312;276
7204;277
7296;278
7200;279
7136;280
7212;281
7096;282
7120;283
7080;284
7040;285
6972;286
6976;287
7104;288
6924;289
6992;290
6876;291
6944;292
6848;293
6860;294
6816;295
6764;296
6764;297
6744;298
6800;299
6752;300
6668;301
6592;302
6696;303
6668;304
6600;305
6520;306
6564;307
6536;308
6428;309
6456;310
6548;311
6380;312
6340;313
6352;314
6408;315
6356;316
6280;317
6316;318
6284;319
6288;320
6256;321
6228;322
6184;323
6200;324
6188;325
6240;326
6068;327
6108;328
6248;329
5968;330
6060;331
5976;332
5984;333
5964;334
5992;335
6052;336
5988;337
5944;338
5904;339
5984;340
5932;341
5868;342
5892;343
5844;344
5788;345
5832;346
5864;347
5772;348
5652;349
5768;350
5732;351
5640;352
5684;353
5668;354
5640;355
5552;356
5584;357
5532;358
5568;359
5508;360
5436;361
5540;362
5456;363
5476;364
5512;365
5384;366
5396;367
5500;368
5468;369
5472;370
5316;371
5424;372
5396;373
5464;374
5348;375
5380;376
5348;377
5180;378
5312;379
5276;380
5300;381
5268;382
5224;383
5180;384
5204;385
5276;386
5128;387
5168;388
5104;389
5180;390
5104;391
5088;392
5028;393
5048;394
5116;395
4984;396
4984;397
5016;398
4960;399
5084;400
4948;401
4928;402
4912;403
5020;404
4928;405
4892;406
4916;407
4928;408
4952;409
4888;410
4880;411
4884;412
4816;413
4784;414
4852;415
4804;416
4768;417
4764;418
4820;419
4732;420
4764;421
4764;422
4756;423
4796;424
4772;425
4700;426
4744;427
4648;428
4720;429
4664;430
4660;431
4704;432
4620;433
4572;434
4636;435
4604;436
4604;437
4580;438
4564;439
4604;440
4520;441
